label,news
true,"a gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies."""
false,marco rubio thinks that government shouldn't be in the health care business at all.
true,swaziland has the highest rate of hiv infection in the world.
true,gov. bob mcdonnell launched a raid on public education to pay for roads.
true,"during the civil war, more than 300,000 ohioans served in the union army -- more per capita than any other state."
true,"the national debt ""has gone up by $1,729,000,000 during the isner v. mahut match."""
true,"says that mitt romneys response to the crisis in the auto industry was, let detroit go bankrupt."
true,"ninety-six percent of the last session, (u.s. rep. henry cuellar) voted with nancy pelosi."
true,multnomah county has faced 11 straight years of cuts
false,on sequestration
true,i have now put out all of my emails.
true,says the city of portland has one manager for every six front-line workers.
true,georgia ranks 49th for women serving in elected state and federal offices.
true,we live in the most incarcerated country in the world.
true,studies have consistently failed to establish the existence of a link between the harshness of a countrys drug laws and its levels of drug use.
false,"says president barack obama neversaid, no boots on the ground in syria."
false,wisconsins supreme court justices are deciding fewer opinions in civil and criminal cases than they used to.
false,president obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.
true,six justices on the u.s. supreme court have been confirmed in presidential election years since 1912.
true,sen. obama has never taken on his party leaders on a single major issue.
false,says president obamas grandmother in kenya said he was born in kenya and she was there and witnessed the birth.
